time	V(n004)
Step Information: Wyp=100m  (Run: 1/9)
8.212598425196865e-003	1.296016e+000
8.221597300337473e-003	1.296031e+000
8.223847019122625e-003	1.299617e+000
8.223959505061882e-003	1.299846e+000
8.224184476940398e-003	1.300311e+000
8.224521934758170e-003	1.301019e+000
8.224522813554571e-003	1.301021e+000
8.224976096699685e-003	1.301982e+000
8.236488928220851e-003	1.322532e+000
8.248007383987996e-003	1.335553e+000
8.271044295522287e-003	1.344837e+000
8.295787489454459e-003	1.337510e+000
8.298037208239611e-003	1.334833e+000
8.302536645809915e-003	1.329037e+000
8.303569022760778e-003	1.327608e+000
8.304562450727271e-003	1.326159e+000
8.304819811770087e-003	1.325777e+000
8.305023603008603e-003	1.325471e+000
8.305090625765517e-003	1.325369e+000
8.305145898723431e-003	1.325286e+000
8.305164448863350e-003	1.325258e+000
8.305180186260261e-003	1.325234e+000
8.305185336930804e-003	1.325226e+000
8.305189705057016e-003	1.325220e+000
8.305191138886489e-003	1.325217e+000
8.305192321155759e-003	1.325216e+000
8.305192732049934e-003	1.325215e+000
8.305193045326984e-003	1.325215e+000
8.305193172796285e-003	1.325214e+000
8.305193257104847e-003	1.325214e+000
8.305193300632377e-003	1.325214e+000
8.305193327590768e-003	1.325214e+000
8.305193366459672e-003	1.325214e+000
8.305193387635242e-003	1.325214e+000
8.305193417372323e-003	1.325214e+000
8.323959505061882e-003	1.296781e+000
8.324514399232652e-003	1.295940e+000
8.324520892445071e-003	1.295930e+000
8.324522482609179e-003	1.295928e+000
8.324523934053923e-003	1.295925e+000
8.325084364454458e-003	1.295123e+000
8.335109363399037e-003	1.296609e+000
8.336332958380217e-003	1.298727e+000
8.336445444319475e-003	1.298956e+000
8.336670416197990e-003	1.299421e+000
8.337007874015763e-003	1.300129e+000
8.337008752812163e-003	1.300131e+000
8.337462036263175e-003	1.301092e+000
8.348975702679149e-003	1.321649e+000
8.360494993748966e-003	1.334678e+000
8.383533575888601e-003	1.343985e+000
8.408273428712051e-003	1.336690e+000
8.410523147497203e-003	1.334017e+000
8.415022585067508e-003	1.328228e+000
8.416065917659617e-003	1.326784e+000
8.417083234573275e-003	1.325301e+000
8.417343383926133e-003	1.324915e+000
8.417548516348261e-003	1.324607e+000
8.417615992518682e-003	1.324505e+000
8.417671506207120e-003	1.324421e+000
8.417690187359760e-003	1.324393e+000
8.417706026738532e-003	1.324369e+000
8.417711217072191e-003	1.324361e+000
8.417715619713656e-003	1.324354e+000
8.417717064824012e-003	1.324352e+000
8.417718256847758e-003	1.324350e+000
8.417718670863501e-003	1.324350e+000
8.417718986742583e-003	1.324349e+000
8.417719115101179e-003	1.324349e+000
8.417719200071339e-003	1.324349e+000
8.417719243884146e-003	1.324349e+000
8.417719270986824e-003	1.324349e+000
8.417719310262620e-003	1.324349e+000
8.417719331781528e-003	1.324349e+000
8.417719361670125e-003	1.324349e+000
8.436445444319474e-003	1.295976e+000
8.436676750962777e-003	1.295626e+000
8.436985159820514e-003	1.295158e+000
8.437032480691277e-003	1.295087e+000
8.437079150520969e-003	1.295017e+000
8.437570303712050e-003	1.294319e+000
8.446569178852658e-003	1.294330e+000
8.448818897637810e-003	1.297920e+000
8.448931383577068e-003	1.298148e+000
8.449156355455583e-003	1.298613e+000
8.449493813273356e-003	1.299322e+000
8.449494692069756e-003	1.299323e+000
8.449947975214870e-003	1.300285e+000
8.461460806736036e-003	1.320840e+000
8.472979262503181e-003	1.333872e+000
8.496016174037472e-003	1.343192e+000
8.520759367969644e-003	1.335917e+000
8.523009086754796e-003	1.333246e+000
8.527508524325100e-003	1.327462e+000
8.528559482562271e-003	1.326009e+000
8.529593631198915e-003	1.324502e+000
8.529855666053864e-003	1.324113e+000
8.530061609505972e-003	1.323803e+000
8.530129375225088e-003	1.323701e+000
8.530185027217693e-003	1.323617e+000
8.530203793498340e-003	1.323589e+000
8.530219698110124e-003	1.323565e+000
8.530224914635886e-003	1.323557e+000
8.530229340120019e-003	1.323550e+000
8.530230792723663e-003	1.323548e+000
8.530231991237024e-003	1.323546e+000
8.530232407330227e-003	1.323545e+000
8.530232724939166e-003	1.323545e+000
8.530232853890820e-003	1.323545e+000
8.530232939301243e-003	1.323544e+000
8.530232983304575e-003	1.323544e+000
8.530233010505916e-003	1.323544e+000
8.530233050054447e-003	1.323544e+000
8.530233071799970e-003	1.323544e+000
8.530233101793749e-003	1.323544e+000
8.548931383577067e-003	1.295213e+000
8.549330543140100e-003	1.294609e+000
8.549483312958342e-003	1.294377e+000
8.549506781142765e-003	1.294342e+000
8.549529909017200e-003	1.294307e+000
8.550056242969643e-003	1.293556e+000
8.559657452227072e-003	1.294308e+000
8.561304836895404e-003	1.297157e+000
8.561395098327330e-003	1.297340e+000
8.561575621191182e-003	1.297711e+000
8.561936666918886e-003	1.298463e+000
8.561937627193716e-003	1.298465e+000
8.562429696287980e-003	1.299500e+000
8.583193773815868e-003	1.330742e+000
8.603967995006446e-003	1.340402e+000
8.634389729399021e-003	1.332649e+000
8.636639448184174e-003	1.329833e+000
8.641138885754478e-003	1.323780e+000
8.641788149564525e-003	1.322852e+000
8.642156351359981e-003	1.322303e+000
8.642266586622070e-003	1.322137e+000
8.642338115836926e-003	1.322029e+000
8.642367399031381e-003	1.321985e+000
8.642389203632131e-003	1.321952e+000
8.642397815374767e-003	1.321939e+000
8.642404747165976e-003	1.321929e+000
8.642407246773943e-003	1.321925e+000
8.642409326753859e-003	1.321921e+000
8.642410046256875e-003	1.321920e+000
8.642410621943252e-003	1.321920e+000
8.642410837312429e-003	1.321919e+000
8.642410990311098e-003	1.321919e+000
8.642411061194092e-003	1.321919e+000
8.642411105125996e-003	1.321919e+000
8.642411131122419e-003	1.321919e+000
8.642411167512010e-003	1.321919e+000
8.642411186940516e-003	1.321919e+000
8.642411273406845e-003	1.321919e+000
8.661417322834661e-003	1.293122e+000
8.661976266727729e-003	1.292275e+000
8.661979107353486e-003	1.292270e+000
8.661979997970123e-003	1.292269e+000
8.661980732949473e-003	1.292268e+000
8.662549879497009e-003	1.291454e+000
8.672673905257406e-003	1.293130e+000
8.673790776152997e-003	1.295073e+000
8.673902463242556e-003	1.295300e+000
8.674125837421675e-003	1.295762e+000
8.674468887187337e-003	1.296483e+000
8.674475867630434e-003	1.296497e+000
8.674921219900038e-003	1.297443e+000
8.686346809133926e-003	1.317889e+000
8.697783567076744e-003	1.330939e+000
8.720657082962380e-003	1.340425e+000
8.745731246484831e-003	1.333312e+000
8.747980965269983e-003	1.330654e+000
8.752480402840287e-003	1.324893e+000
8.753568348060370e-003	1.323393e+000
8.754686489203878e-003	1.321766e+000
8.754957016969605e-003	1.321365e+000
8.755165503448381e-003	1.321052e+000
8.755234340991696e-003	1.320948e+000
8.755290295261132e-003	1.320863e+000
8.755309392644593e-003	1.320835e+000
8.755325534346324e-003	1.320810e+000
8.755330858224424e-003	1.320802e+000
8.755335377766859e-003	1.320795e+000
8.755336861645209e-003	1.320793e+000
8.755338087442527e-003	1.320791e+000
8.755338512222420e-003	1.320790e+000
8.755338837092079e-003	1.320790e+000
8.755338968515793e-003	1.320790e+000
8.755339055768821e-003	1.320790e+000
8.755339100564103e-003	1.320789e+000
8.755339128186103e-003	1.320789e+000
8.755339168912021e-003	1.320789e+000
8.755339191628393e-003	1.320789e+000
8.755339222077187e-003	1.320789e+000
8.773903262092254e-003	1.292662e+000
8.774445785083497e-003	1.291840e+000
8.774462581926790e-003	1.291815e+000
8.774466863221352e-003	1.291808e+000
8.774470769945095e-003	1.291802e+000
8.775028121484830e-003	1.291005e+000
8.783890767900373e-003	1.290823e+000
8.786276715410589e-003	1.294617e+000
8.786440189880666e-003	1.294949e+000
8.786658155840770e-003	1.295402e+000
8.786965642882959e-003	1.296051e+000
8.786966494312491e-003	1.296053e+000
8.787405661864468e-003	1.296989e+000
8.798560614511104e-003	1.317152e+000
8.809721016572809e-003	1.330261e+000
8.832041820696218e-003	1.340234e+000
8.858217185742423e-003	1.333586e+000
8.860466904527575e-003	1.330951e+000
8.864966342097880e-003	1.325231e+000
8.866117191453263e-003	1.323652e+000
8.867386333469708e-003	1.321812e+000
8.867668876233196e-003	1.321393e+000
8.867876749812579e-003	1.321081e+000
8.867946083769866e-003	1.320976e+000
8.868001115159471e-003	1.320893e+000
8.868020433825509e-003	1.320864e+000
8.868036633849880e-003	1.320839e+000
8.868042056986684e-003	1.320831e+000
8.868046663252261e-003	1.320824e+000
8.868048179153255e-003	1.320822e+000
8.868049433806131e-003	1.320820e+000
8.868049867629782e-003	1.320819e+000
8.868050200191997e-003	1.320819e+000
8.868050334163657e-003	1.320819e+000
8.868050423344280e-003	1.320818e+000
8.868050468947768e-003	1.320818e+000
8.868050497010322e-003	1.320818e+000
8.868050539045864e-003	1.320818e+000
8.868050562845441e-003	1.320818e+000
8.868050593773233e-003	1.320818e+000
8.886389201349846e-003	1.293033e+000
8.886949217768577e-003	1.292184e+000
8.886951380536494e-003	1.292181e+000
8.886952017371838e-003	1.292180e+000
8.886952544202414e-003	1.292179e+000
8.887514060742422e-003	1.291375e+000
8.896326330496838e-003	1.291230e+000
8.898762654668182e-003	1.294984e+000
8.899001023785460e-003	1.295469e+000
8.899255284177223e-003	1.296002e+000
8.899378993277231e-003	1.296265e+000
8.899379476515902e-003	1.296266e+000
8.899890296056957e-003	1.297359e+000
8.911279788500062e-003	1.317940e+000
8.922674844935565e-003	1.331166e+000
8.945464957806572e-003	1.341054e+000
8.970703125000016e-003	1.334361e+000
8.972952843785168e-003	1.331737e+000
8.977452281355472e-003	1.326038e+000
8.978634457084384e-003	1.324420e+000
8.979981742486914e-003	1.322469e+000
8.980269218605678e-003	1.322043e+000
8.980474973403763e-003	1.321734e+000
8.980543903336025e-003	1.321630e+000
8.980597810727560e-003	1.321549e+000
8.980617055695441e-003	1.321520e+000
8.980633094715433e-003	1.321496e+000
8.980638520836195e-003	1.321487e+000
8.980643127516879e-003	1.321480e+000
8.980644647661133e-003	1.321478e+000
8.980645906845858e-003	1.321476e+000
8.980646342076909e-003	1.321476e+000
8.980646675925680e-003	1.321475e+000
8.980646810293402e-003	1.321475e+000
8.980646899783762e-003	1.321475e+000
8.980646945510993e-003	1.321475e+000
8.980646973641515e-003	1.321475e+000
8.980647015895389e-003	1.321474e+000
8.980647039877889e-003	1.321474e+000
8.980647070878839e-003	1.321474e+000
8.998875140607439e-003	1.293856e+000
8.999435157026170e-003	1.293008e+000
8.999437319794084e-003	1.293004e+000
8.999437956629429e-003	1.293003e+000
8.999438483460005e-003	1.293003e+000
9.000000000000015e-003	1.292199e+000
9.008812269759090e-003	1.292053e+000
9.011248593925776e-003	1.295806e+000
9.011486976345538e-003	1.296291e+000
9.011741250926618e-003	1.296824e+000
9.011864904156192e-003	1.297087e+000
9.011865387176620e-003	1.297088e+000
9.012378349437590e-003	1.298186e+000
9.032423061597218e-003	1.329474e+000
9.052477565995322e-003	1.340416e+000
9.082643732604459e-003	1.335763e+000
9.086120899041013e-003	1.331713e+000
9.090757120956418e-003	1.325701e+000
9.091719329723750e-003	1.324361e+000
9.092537887158889e-003	1.323162e+000
9.092772915167921e-003	1.322812e+000
9.092961025625162e-003	1.322529e+000
9.093024022700897e-003	1.322434e+000
9.093076614817520e-003	1.322355e+000
9.093094097131165e-003	1.322328e+000
9.093108986923620e-003	1.322306e+000
9.093113829722291e-003	1.322298e+000
9.093117933120164e-003	1.322292e+000
9.093119280536991e-003	1.322290e+000
9.093120388379753e-003	1.322288e+000
9.093120775458626e-003	1.322288e+000
9.093121068801363e-003	1.322287e+000
9.093121189526045e-003	1.322287e+000
9.093121268787809e-003	1.322287e+000
9.093121310160299e-003	1.322287e+000
9.093121336358064e-003	1.322287e+000
9.093121372491539e-003	1.322287e+000
9.093121391103284e-003	1.322287e+000
9.093121478739636e-003	1.322287e+000
9.111361079865033e-003	1.294651e+000
9.111862497817504e-003	1.293891e+000
9.111911765477685e-003	1.293817e+000
9.111925246019568e-003	1.293796e+000
9.111936304626882e-003	1.293780e+000
9.112489660799557e-003	1.292989e+000
9.122710455663272e-003	1.294788e+000
9.123734533183369e-003	1.296617e+000
9.123836940935378e-003	1.296825e+000
9.124041756439397e-003	1.297248e+000
9.124451387447436e-003	1.298108e+000
9.124457762527568e-003	1.298121e+000
9.124864492640040e-003	1.298985e+000
9.145744155043553e-003	1.330803e+000
9.166634017575257e-003	1.340831e+000
9.197055751967833e-003	1.333467e+000
9.199305470752985e-003	1.330676e+000
9.203804908323289e-003	1.324669e+000
9.204525140597726e-003	1.323645e+000
9.204981569390440e-003	1.322967e+000
9.205123852768579e-003	1.322754e+000
9.205224413614125e-003	1.322602e+000
9.205263272854970e-003	1.322543e+000
9.205293901348083e-003	1.322497e+000
9.205305109523434e-003	1.322480e+000
9.205314490570190e-003	1.322466e+000
9.205317671096051e-003	1.322461e+000
9.205320358939775e-003	1.322457e+000
9.205321257200355e-003	1.322455e+000
9.205321984691909e-003	1.322454e+000
9.205322248346949e-003	1.322454e+000
9.205322440200756e-003	1.322454e+000
9.205322525267744e-003	1.322453e+000
9.205322578867560e-003	1.322453e+000
9.205322608765195e-003	1.322453e+000
9.205322644962641e-003	1.322453e+000
9.205322672435958e-003	1.322453e+000
9.205322703196303e-003	1.322453e+000
9.223847019122626e-003	1.294386e+000
9.224317462401136e-003	1.293673e+000
9.224403653685126e-003	1.293543e+000
9.224427230838470e-003	1.293507e+000
9.224446568085503e-003	1.293478e+000
9.224980006364824e-003	1.292717e+000
9.234868558188062e-003	1.293906e+000
9.236220472440961e-003	1.296314e+000
9.236453766403443e-003	1.296789e+000
9.236720388074850e-003	1.297347e+000
9.236812088490722e-003	1.297542e+000
9.236812446695471e-003	1.297542e+000
9.237345331833537e-003	1.298680e+000
9.254408959974588e-003	1.326678e+000
9.271489268104047e-003	1.339087e+000
9.300786143104046e-003	1.340023e+000
9.307036083380219e-003	1.335931e+000
9.315187997721929e-003	1.326463e+000
9.316547507537659e-003	1.324636e+000
9.317342116199364e-003	1.323475e+000
9.317601581564207e-003	1.323089e+000
9.317779971139124e-003	1.322821e+000
9.317851641717025e-003	1.322713e+000
9.317906951305308e-003	1.322630e+000
9.317927838046801e-003	1.322598e+000
9.317945140554609e-003	1.322572e+000
9.317951100973058e-003	1.322563e+000
9.317956171353751e-003	1.322555e+000
9.317957845402422e-003	1.322553e+000
9.317959238567491e-003	1.322551e+000
9.317959716323852e-003	1.322550e+000
9.317960086013368e-003	1.322549e+000
9.317960232330346e-003	1.322549e+000
9.317960330915240e-003	1.322549e+000
9.317960380414977e-003	1.322549e+000
9.317960410729602e-003	1.322549e+000
9.317960448343444e-003	1.322549e+000
9.317960475780634e-003	1.322549e+000
9.317960506888478e-003	1.322549e+000
9.336332958380218e-003	1.294712e+000
9.336873892589980e-003	1.293892e+000
9.336894851975378e-003	1.293860e+000
9.336903086023061e-003	1.293848e+000
9.336910716124742e-003	1.293836e+000
9.336931156527964e-003	1.293806e+000
9.337457817772794e-003	1.293054e+000
9.346499594423593e-003	1.293119e+000
9.348706411698554e-003	1.296648e+000
9.348814607486792e-003	1.296868e+000
9.349030999063269e-003	1.297315e+000
9.349398487938176e-003	1.298085e+000
9.349405250174941e-003	1.298100e+000
9.349836859025245e-003	1.299015e+000
9.361275362886673e-003	1.319467e+000
9.372719454683548e-003	1.332497e+000
9.395607638277298e-003	1.341921e+000
9.420646882030388e-003	1.334734e+000
9.422896600815540e-003	1.332069e+000
9.427396038385844e-003	1.326294e+000
9.428462209527326e-003	1.324822e+000
9.429530438933914e-003	1.323266e+000
9.429796097349832e-003	1.322872e+000
9.430003357769194e-003	1.322561e+000
9.430071633673976e-003	1.322458e+000
9.430127486243412e-003	1.322374e+000
9.430146406164503e-003	1.322345e+000
9.430162425337599e-003	1.322321e+000
9.430167690252393e-003	1.322313e+000
9.430172158050124e-003	1.322306e+000
9.430173624604179e-003	1.322304e+000
9.430174835241780e-003	1.322302e+000
9.430175255203446e-003	1.322301e+000
9.430175576041025e-003	1.322301e+000
9.430175706094394e-003	1.322300e+000
9.430175792325085e-003	1.322300e+000
9.430175836681638e-003	1.322300e+000
9.430175864068453e-003	1.322300e+000
9.430175904135051e-003	1.322300e+000
9.430175926309807e-003	1.322300e+000
9.430175956503192e-003	1.322300e+000
9.448818897637811e-003	1.294053e+000
9.449378914056559e-003	1.293205e+000
9.449381076824475e-003	1.293202e+000
9.449381713659820e-003	1.293200e+000
9.449382240490396e-003	1.293200e+000
9.449943757030387e-003	1.292396e+000
9.458756026787467e-003	1.292250e+000
9.461192350956148e-003	1.296003e+000
9.461430727678384e-003	1.296488e+000
9.461684996182104e-003	1.297021e+000
9.461808673341286e-003	1.297284e+000
9.461809156455189e-003	1.297285e+000
9.462322508093623e-003	1.298383e+000
9.473161694157016e-003	1.318132e+000
9.484011475710206e-003	1.331223e+000
9.505711038816587e-003	1.341560e+000
9.533132821287982e-003	1.335318e+000
9.535382540073134e-003	1.332690e+000
9.539881977643439e-003	1.326985e+000
9.541053615238902e-003	1.325381e+000
9.542374473541110e-003	1.323467e+000
9.542660355526200e-003	1.323043e+000
9.542866920988661e-003	1.322733e+000
9.542936029935074e-003	1.322629e+000
9.542990356800131e-003	1.322547e+000
9.543009639273625e-003	1.322518e+000
9.543025745741569e-003	1.322493e+000
9.543031174076998e-003	1.322485e+000
9.543035783709941e-003	1.322478e+000
9.543037303202710e-003	1.322476e+000
9.543038561541690e-003	1.322474e+000
9.543038996484829e-003	1.322473e+000
9.543039330071088e-003	1.322473e+000
9.543039464348207e-003	1.322472e+000
9.543039553773955e-003	1.322472e+000
9.543039599470742e-003	1.322472e+000
9.543039627582958e-003	1.322472e+000
9.543039669805029e-003	1.322472e+000
9.543039693768384e-003	1.322472e+000
9.543039724749364e-003	1.322472e+000
9.561304836895405e-003	1.294798e+000
9.561864853314136e-003	1.293949e+000
9.561867016082051e-003	1.293946e+000
9.561867652917395e-003	1.293945e+000
9.561868179747971e-003	1.293944e+000
9.562429696287981e-003	1.293140e+000
9.571241966051927e-003	1.292993e+000
9.573678290213741e-003	1.296746e+000
9.573916686550329e-003	1.297231e+000
9.574170975976022e-003	1.297764e+000
9.574294570754928e-003	1.298027e+000
9.574295053547033e-003	1.298028e+000
9.574807011071849e-003	1.299123e+000
9.590615850965750e-003	1.325695e+000
9.606432413790715e-003	1.338493e+000
9.635729288790714e-003	1.341632e+000
9.644493901152998e-003	1.336694e+000
9.649817807420984e-003	1.330955e+000
9.652117613683094e-003	1.328014e+000
9.653745003657344e-003	1.325756e+000
9.654431617273456e-003	1.324764e+000
9.654960891720845e-003	1.323983e+000
9.655162919946232e-003	1.323681e+000
9.655330252331125e-003	1.323429e+000
9.655387877142275e-003	1.323343e+000
9.655437310023135e-003	1.323268e+000
9.655453332843520e-003	1.323243e+000
9.655467066409452e-003	1.323223e+000
9.655471478692912e-003	1.323216e+000
9.655475207831922e-003	1.323210e+000
9.655476433875593e-003	1.323209e+000
9.655477437012372e-003	1.323207e+000
9.655477790612457e-003	1.323206e+000
9.655478056092025e-003	1.323206e+000
9.655478167263998e-003	1.323206e+000
9.655478239487670e-003	1.323206e+000
9.655478277795627e-003	1.323206e+000
9.655478304848253e-003	1.323206e+000
9.655478339222827e-003	1.323206e+000
9.655478359088383e-003	1.323206e+000
9.673790776152998e-003	1.295460e+000
9.674351403719356e-003	1.294610e+000
9.674352956874688e-003	1.294608e+000
9.674353469135541e-003	1.294607e+000
9.674353895066417e-003	1.294606e+000
9.674915635545574e-003	1.293802e+000
9.683914510686181e-003	1.293815e+000
9.686164229471333e-003	1.297407e+000
9.686276715410591e-003	1.297636e+000
9.686501687289106e-003	1.298101e+000
9.686839145106879e-003	1.298809e+000
9.686840023903279e-003	1.298811e+000
9.687293307048393e-003	1.299773e+000
9.698806138569559e-003	1.320334e+000
9.710324594336704e-003	1.333373e+000
9.733361505870996e-003	1.342712e+000
9.758104699803167e-003	1.335461e+000
9.760354418588319e-003	1.332793e+000
9.764853856158624e-003	1.327013e+000
9.765912464175004e-003	1.325551e+000
9.766963669887739e-003	1.324019e+000
9.767227549173004e-003	1.323628e+000
9.767434203652997e-003	1.323317e+000
9.767502236925582e-003	1.323215e+000
9.767558002046078e-003	1.323130e+000
9.767576848205589e-003	1.323102e+000
9.767592812961448e-003	1.323078e+000
9.767598054432891e-003	1.323070e+000
9.767602501713522e-003	1.323063e+000
9.767603961485391e-003	1.323061e+000
9.767605166224406e-003	1.323059e+000
9.767605584302692e-003	1.323058e+000
9.767605903569902e-003	1.323058e+000
9.767606033085963e-003	1.323058e+000
9.767606118917365e-003	1.323058e+000
9.767606163101430e-003	1.323058e+000
9.767606190396863e-003	1.323058e+000
9.767606230211407e-003	1.323057e+000
9.767606252178937e-003	1.323057e+000
9.767606282273614e-003	1.323057e+000
9.786276715410590e-003	1.294769e+000
9.786836731829342e-003	1.293920e+000
9.786838894597258e-003	1.293917e+000
9.786839531432603e-003	1.293916e+000
9.786840058263179e-003	1.293915e+000
9.787401574803166e-003	1.293112e+000
9.796213844563565e-003	1.292965e+000
9.798650168728926e-003	1.296717e+000
9.798888554933827e-003	1.297202e+000
9.799142833552387e-003	1.297735e+000
9.799266470884379e-003	1.297998e+000
9.799266953842707e-003	1.297999e+000
9.799780452501789e-003	1.299098e+000
9.810878734568197e-003	1.319234e+000
9.821987865395176e-003	1.332386e+000
9.844206127049138e-003	1.342493e+000
9.870590639060759e-003	1.335973e+000
9.872840357845912e-003	1.333342e+000
9.877339795416216e-003	1.327631e+000
9.878501162051379e-003	1.326039e+000
9.879796408236276e-003	1.324161e+000
9.880080669598513e-003	1.323740e+000
9.880287926669470e-003	1.323429e+000
9.880357165957397e-003	1.323325e+000
9.880411859362743e-003	1.323242e+000
9.880431165182542e-003	1.323213e+000
9.880447323644606e-003	1.323188e+000
9.880452750727405e-003	1.323180e+000
9.880457359974062e-003	1.323173e+000
9.880458877981748e-003	1.323171e+000
9.880460134768381e-003	1.323169e+000
9.880460569213163e-003	1.323168e+000
9.880460902359986e-003	1.323168e+000
9.880461036490307e-003	1.323167e+000
9.880461125807420e-003	1.323167e+000
9.880461171456552e-003	1.323167e+000
9.880461199541311e-003	1.323167e+000
9.880461241697050e-003	1.323167e+000
9.880461265610858e-003	1.323167e+000
9.880461296562022e-003	1.323167e+000
9.898762654668183e-003	1.295438e+000
9.899322671086914e-003	1.294589e+000
9.899324833854828e-003	1.294586e+000
9.899325470690173e-003	1.294585e+000
9.899325997520749e-003	1.294584e+000
9.899887514060759e-003	1.293780e+000
9.908699783828034e-003	1.293633e+000
9.911136107986520e-003	1.297385e+000
9.911374513825590e-003	1.297870e+000
9.911628813387266e-003	1.298403e+000
9.911752368255746e-003	1.298666e+000
9.911752850891952e-003	1.298667e+000
9.912260967379096e-003	1.299754e+000
9.928243017356278e-003	1.326536e+000
9.944232874881078e-003	1.339295e+000
9.973529749881077e-003	1.342127e+000
9.981951718925778e-003	1.337299e+000
9.987389213444041e-003	1.331401e+000
9.989605761710629e-003	1.328560e+000
9.991252799363712e-003	1.326269e+000
9.991902963538310e-003	1.325328e+000
9.992427514718001e-003	1.324553e+000
9.992614944637992e-003	1.324273e+000
9.992774269614998e-003	1.324033e+000
9.992826806037700e-003	1.323954e+000
9.992871996848216e-003	1.323885e+000
9.992886470591413e-003	1.323863e+000
9.992898829808189e-003	1.323845e+000
9.992902808834893e-003	1.323838e+000
9.992906162584681e-003	1.323833e+000
9.992907270528253e-003	1.323832e+000
9.992908173055443e-003	1.323830e+000
9.992908494276689e-003	1.323830e+000
9.992908733040167e-003	1.323830e+000
9.992908834907619e-003	1.323829e+000
9.992908900383733e-003	1.323829e+000
9.992908935685942e-003	1.323829e+000
9.992908964581826e-003	1.323829e+000
9.992908997813551e-003	1.323829e+000
9.992909052678106e-003	1.323829e+000
1.001124859392578e-002	1.296042e+000
1.001180994999739e-002	1.295191e+000
1.001181092685076e-002	1.295190e+000
1.001181120230094e-002	1.295189e+000
1.001181143337426e-002	1.295189e+000
1.001237345331835e-002	1.294384e+000
1.002165315621017e-002	1.294762e+000
1.002362204724411e-002	1.297989e+000
1.002373453318337e-002	1.298217e+000
1.002395950506189e-002	1.298682e+000
1.002429696287966e-002	1.299391e+000
1.002429784167606e-002	1.299392e+000
1.002475112482117e-002	1.300354e+000
1.003626395634234e-002	1.320912e+000
1.004778241210948e-002	1.333946e+000
1.007081932364378e-002	1.343271e+000
1.009556251757595e-002	1.336000e+000
1.009781223636110e-002	1.333329e+000
1.010231167393140e-002	1.327546e+000
1.010336334068731e-002	1.326092e+000
1.010439906353981e-002	1.324582e+000
1.010466127078532e-002	1.324193e+000
1.010486728373339e-002	1.323884e+000
1.010493507494971e-002	1.323781e+000
1.010499073822452e-002	1.323697e+000
1.010500951204732e-002	1.323669e+000
1.010502542236740e-002	1.323645e+000
1.010503064122892e-002	1.323637e+000
1.010503506875306e-002	1.323630e+000
1.010503652202393e-002	1.323628e+000
1.010503772111842e-002	1.323626e+000
1.010503813739479e-002	1.323626e+000
1.010503845515849e-002	1.323625e+000
1.010503858416135e-002	1.323625e+000
1.010503866961070e-002	1.323625e+000
1.010503871363022e-002	1.323625e+000
1.010503874083965e-002	1.323625e+000
1.010503878041376e-002	1.323624e+000
1.010503880218161e-002	1.323624e+000
1.010503883218396e-002	1.323624e+000
1.012373453318337e-002	1.295298e+000
1.012412967241954e-002	1.294699e+000
1.012428090358382e-002	1.294470e+000
1.012430413553592e-002	1.294435e+000
1.012432703062650e-002	1.294400e+000
1.012485939257595e-002	1.293641e+000
1.013532517444529e-002	1.295820e+000
1.013610798650171e-002	1.297261e+000
1.013634283011863e-002	1.297741e+000
1.013665595494119e-002	1.298406e+000
1.013723284589428e-002	1.299660e+000
1.015199404315641e-002	1.326345e+000
1.016676245155546e-002	1.340676e+000
1.019605932655546e-002	1.348302e+000
1.020692359744096e-002	1.343622e+000
1.021278802235043e-002	1.337844e+000
1.021577832214611e-002	1.334176e+000
1.021761027885179e-002	1.331694e+000
1.021854782465556e-002	1.330358e+000
1.021914897923498e-002	1.329477e+000
1.021944285244610e-002	1.329041e+000
1.021964177522385e-002	1.328742e+000
1.021973251686893e-002	1.328606e+000
1.021979841872941e-002	1.328506e+000
1.021982580244880e-002	1.328465e+000
1.021984731990614e-002	1.328432e+000
1.021985534618844e-002	1.328420e+000
1.021986204023816e-002	1.328410e+000
1.021986433205012e-002	1.328406e+000
1.021986625649201e-002	1.328403e+000
1.021986690965288e-002	1.328403e+000
1.021986742873785e-002	1.328402e+000
1.021986762445437e-002	1.328401e+000
1.021986776172184e-002	1.328401e+000
1.021986782651089e-002	1.328401e+000
1.021986786643327e-002	1.328401e+000
1.021986789331774e-002	1.328401e+000
1.021986792757217e-002	1.328401e+000
1.021986794736059e-002	1.328401e+000
1.023622047244096e-002	1.303624e+000
1.023663972874129e-002	1.302989e+000
1.023678113307536e-002	1.302775e+000
1.023680285629642e-002	1.302742e+000
1.023682426468008e-002	1.302710e+000
1.023734533183354e-002	1.301965e+000
1.023906456356821e-002	1.300192e+000
1.024859392575930e-002	1.305528e+000
1.024870641169856e-002	1.305756e+000
1.024893138357707e-002	1.306220e+000
1.024926884139484e-002	1.306927e+000
1.024926972019124e-002	1.306929e+000
1.024972300333636e-002	1.307888e+000
1.026123583485752e-002	1.328378e+000
1.027275429062467e-002	1.341317e+000
1.029579120215896e-002	1.350394e+000
1.032053439609113e-002	1.342802e+000
1.032278411487628e-002	1.340097e+000
1.032728355244659e-002	1.334246e+000
1.032823175143263e-002	1.332925e+000
1.032905349646321e-002	1.331721e+000
1.032928630684326e-002	1.331374e+000
1.032947291966382e-002	1.331094e+000
1.032953509564662e-002	1.331000e+000
1.032958696332230e-002	1.330921e+000
1.032960419922202e-002	1.330895e+000
